"Id","Existencia_de_irmãos","Experiência_conjugal","Sexo","IdadeIndiv","Horas_Trabalho_Semana","Tamanho_do_Agregado","Nivel_de_Escolaridade","resp"
1399,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",45,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1403,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",45,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
1406,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",45,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1411,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",45,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
1418,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",45,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1429,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",45,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1430,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",45,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
1444,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",45,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1456,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",45,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1461,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",45,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1477,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",45,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1486,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",45,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1487,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",45,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1488,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",45,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
1493,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",45,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
1499,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",45,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1503,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",45,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1511,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",45,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1533,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",45,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
1534,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",45,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1540,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",45,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1541,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",45,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
1543,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",45,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
1545,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",45,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
1554,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",45,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1559,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",45,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1560,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",45,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
1562,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",45,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
1570,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",45,"16-35",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1574,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",45,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
1575,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",45,NA,1,"Superior","Não tem filhos e não pensa vir a ter"
1589,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",45,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1595,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",45,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1597,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",45,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1612,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",45,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
1619,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",45,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1620,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",45,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1629,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",45,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1632,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",45,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1634,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",45,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1640,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",45,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
1641,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",45,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1646,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",45,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1651,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",44,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1657,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
1675,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",44,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
1681,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",45,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
1685,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",44,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
1694,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",44,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1711,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",44,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1715,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",44,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1716,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
1722,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1723,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,"16-35",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1725,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",44,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
1737,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",44,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
1745,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1751,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,NA,1,"Superior","Não tem filhos e não pensa vir a ter"
1764,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",44,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1767,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",44,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1775,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",44,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1777,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",44,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1780,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",44,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
1784,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",44,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1796,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,"16-35",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1797,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,"16-35",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1804,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",44,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
1813,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",44,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1816,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",44,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
1823,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
1842,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",44,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
1848,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
1862,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1869,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
1874,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1876,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",44,"16-35",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
1877,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",44,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
1881,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
1887,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",44,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
1892,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
1895,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",44,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
1903,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",44,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
1913,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",44,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
1938,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",43,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
1948,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",43,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
1964,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",43,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
1972,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",43,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
2005,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",43,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
2020,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",43,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
2030,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",43,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
2034,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",43,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
2040,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",43,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
2046,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",43,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
2050,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",43,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
2061,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",43,"16-35",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
2062,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",43,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
2064,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",43,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
2077,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",43,"16-35",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
2078,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",43,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
2093,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",43,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
2096,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",43,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
2100,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",43,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
2110,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",43,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
2111,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",43,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
2113,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",43,"16-35",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
2121,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",43,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
2123,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",43,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
2126,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",43,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
2133,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",43,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
2137,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",43,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
2149,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",43,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
2150,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",43,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
2155,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",43,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
2162,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",43,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
2164,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",43,NA,1,"Superior","Não tem filhos e não pensa vir a ter"
2172,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",43,NA,1,"Superior","Não tem filhos e não pensa vir a ter"
